Country,Location,Industry_Sector,Gender,Employee_Type,Critical_Risk,Description,Month,Weekday,Potential_Accident_Level
Country_03,Local_10,Others,Male,Third Party,Others,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",June,Wednesday,1
Country_02,Local_05,Metals,Male,Employee,Others,Employee reports that when trying to unlock a cathodic sheet with the digger the same did not realize that the blade was pressed so that the cable projected and hit his face.,June,Sunday,4
Country_03,Local_10,Others,Male,Third Party,Others,"During execution of drilling on the target - Bolt BRJCLDD0006, made by the company SERVITECFORACO - probe 25, at 09:45 on July 9, 2016, the official Josimar da Silva, in the moment of the maneuver to fish material, when removing the feeder of water, during movement of the winch realized that the safety chain was loose and could curl in the rod. In performing the chain removal movement, he placed his left hand between the hose and the cap of the hydraulic plate. With the unlocking of the inner tube there was an abrupt movement of the chain, pushing his hand towards the hydraulic plate, causing an injury to the ring finger of this hand. The lesion caused a cut in the 4th Quirodactyl, with a need for suture of 3 points to close the cut.",July,Saturday,4
Country_02,Local_05,Metals,Male,Third Party (Remote),Pressurized Systems,"During the unloading operation of the ustulado Bag there was a need to unclog the discharge mouth of the silo truck. In performing this procedure, there was a maneuver of unhooking the hose without the total depressurisation of the mouth, projecting ustulado powder in the collaborator caused irritation in the eyes.",January,Tuesday,3
Country_01,Local_06,Metals,Male,Employee,Others,"Approximately at 02:10 a.m. Mr. Wilmer approaches the C150 drying tower for the placement of a blanket, to cover the entrance manhole of the tower; at that moment the manhole cover resting on the railing slides, impacting on his right leg.",November,Friday,4
Country_02,Local_05,Metals,Male,Third Party (Remote),Fall,"Employee was transiting the GRS area when he came to slip, suffering a twist in his left knee.",January,Tuesday,3
Country_02,Local_08,Metals,Male,Employee,Liquid Metal,"Upon approaching the furnace that was in the process of melting the Zn ingot, it was struck by liquid metal projection.",January,Tuesday,4
Country_01,Local_06,Metals,Male,Third Party (Remote),Chemical substances,"During the discharge of waste, the operator proceeds to remove a bag that was under the hose rolled, in this circumstance one of the ends of the hose moves in the direction of the face of the driver, projecting the liquid contained in it and impacting it on the ear and part of the face.",March,Monday,3
Country_01,Local_03,Mining,Male,Employee,Others,"After having carried out the mechanized support with the Scissor # 200, the heavy equipment operator picks up the water supply hose towards the drum of the equipment and, while He was heading towards the cabin of the Scissor on the way on a piece of rock - 10 cm high approx. - which displaces by sliding his right foot causing the injury described.",March,Wednesday,3
Country_01,Local_04,Mining,Male,Third Party,Others,"In circumstances that the worker prepared food in the electric pot, by not ensuring the lid falls on his head causing the injury described.",June,Sunday,2
Country_01,Local_04,Mining,Male,Third Party,Others,"Being 04:20 p.m. approximately, in the Nv. 1880, CX-781. Mr. Kevin helper of Jumbo 55, removed the drill rod that was in the drilling hole, instants that breaks the chain of subjection of the table of the drilling machine, sliding down achieving rubbing the index finger of the left hand, causing the injury.",May,Tuesday,4
Country_01,Local_01,Mining,Male,Third Party,Others,"In circumstances that the collaborator performed the cleaning of the ditch 3570, 0.50 cm deep, removing the pipe of 2 ""HDPE material with an estimated weight of 30 Kg. Together with two collaborators, when pushing the tube to drain the dune, the collaborator is hit on the lower right side lip producing a slight blow to the lip. At the time of the event, the collaborator had a safety helmet, glasses and gloves.",June,Friday,2
Country_01,Local_06,Metals,Male,Third Party,Projection,"Approx. 10:00 pm. Mr. Victor at the time he made a visual inspection of scaffolding, suffered a slight blow to the level of the right ear with the metallic extension of the chute of the conveyor chain.",April,Sunday,2
Country_01,Local_01,Mining,Male,Third Party,Others,"In circumstances that the driver of the plate truck W5K-915 of the E.E. IMPROMEC, went from the garit plant chicrin to Nv.3420, after entering an internal mine in the area of ​​Santa where 200 m. approx. from the old dining room, stops the vehicle and informs the co-pilot that he can no longer drive, for which he turns off the vehicle and when trying to get off the van loses his balance and falls on his own seat, complaining intense pain in the lumbar area, citing pain due to overexertion due to routine activity (evacuation of residual oil and solid waste cylinders) that they previously performed. The collaborator at the time of the event used their corresponding EPPS.",June,Sunday,4
Country_01,Local_03,Mining,Male,Third Party,Individual protection equipment,"In the Nv. 2930 - Chamber of accumulation of aggregates: When the worker, made the cast of shotcrete towards the crown of the work, at 2:00 p.m. he perceives discomfort and fogging of the full face, then decides to take it off and chooses to use only his safety glasses for comfort to continue with the thrown shotcrete, at 3:45 p.m. suffers the projection of shotcrete rebound particles in the left eye.",March,Friday,4
Country_01,Local_03,Mining,Male,Third Party,Others,"At a time when two assistants were carrying a bag of cement weighing 42.5 kg to the lamp of the loader - suspended about 10 cm from the floor, the left foot of one of the assistants slid and hit the edge of the baton.",March,Thursday,3
Country_02,Local_08,Metals,Male,Employee,Pressed,During the withdrawal of cathode sample the employee came to press the finger with the tool that cuts the sample.,October,Monday,2
Country_02,Local_07,Mining,Male,Third Party (Remote),Others,"At the end of the concreting activity, the employee turned off the concrete, and when rolling the handle to make the return of the equipment warehouse the same bumped the tip of the mangote in the inferior lip causing hematoma.",April,Tuesday,2
Country_01,Local_03,Mining,Male,Employee,Others,"At a time when the heavy equipment operator got on the equipment to check the right front headlight (defective) of the scooptram # 181, position on the rim position # 2 his left leg which slides, causing the heavy equipment operator to fall from a height of 0.60 cm",October,Thursday,4
Country_01,Local_04,Mining,Male,Third Party,Others,"The operator of the paste filling plant 01 removes a floor grating (60 x 90 cm), to clean the lower floor. It is removed to close the water valve and does not block the vacuum, the two technicians who were entering the filter belt notice an overflow and ask the operator to reduce the load. The mechanics kept walking without noticing the floor and one of them falls into the void impacting his foot left at an angle that was about 25 cm below the floor grating, producing the injury.",July,Sunday,4
Country_01,Local_04,Mining,Male,Third Party,remains of choco,"Being 9:40 a.m. The driver of the AEQ-819 plate dump truck (35 Ton) was heading to the loading area Nv.1850, OB5, Tj 007, Bp.105, parking and proceeding with the ore loading with the scoop (11 ydrs) , at that moment, lift the first scoop towards the hopper and a large bank falls, causing the tipper to shake violently and the operator to be hit with the gear lever, communicate with the supervisor and evacuated to the medical center .",June,Sunday,4
Country_01,Local_01,Mining,Male,Third Party,Projection,"In the volvo workshop at the time of cutting steel plate (thickness 1 in), for the installation of the MT-32 scoop lip, with Oxicorte equipment, the injured feels a discomfort in both eyes. At the time of the accident the collaborator made use of his full Epp, but the soldering iron lens did not make full adjustment for the presence of the respirator.",January,Thursday,4
Country_01,Local_03,Mining,Male,Third Party,Others,"In the welding workshop of level 3620 (Ex -450 tunnel quinoa), in moments that the assistant raised a wooden strut - 3m long x 4 ""diameter - 20 Kg of weight, to place it on the work table at 1.30 m of height, treads another wooden strut placed on the floor losing the balance falling at the same level lying laterally on a concrete wall causing a bruise on the left shoulder.",May,Wednesday,3
Country_01,Local_04,Mining,Male,Employee,Others,"Being at 11:00 a.m. approximately the mechanic was removing the last bolt of the 6 ""nipple in the pump 4115 (lime feeder), reactive area, the mechanic is positioned slightly flexing the legs and performs upward force with both hands, in that moment feels a pain and a spume in the right thigh. The mechanic is evacuated with the help of his colleagues to the medical post.",September,Friday,1
Country_01,Local_06,Metals,Male,Employee,Manual Tools,"The operator was willing to manually displace the zinc sheet adhered to the aluminum cathode. At the moment when the blade was detached, the blade was released from the cathode, bending and grazing the collaborator's right hand, producing 2 small cuts at the knuckles of the fingers, the worker made use of his gloves. leather. The worker is transferred to the medical unit for first aid.",February,Monday,2
Country_01,Local_04,Mining,Male,Third Party,Others,"Being 01:50 p.m. approximately, in the Nv. 1800, in the Tecnomin winery. Mr. Chagua - Bodeguero was alone, cutting wires No. 16 with a grinder, previously he had removed the protection guard from the disk of 4 inches in diameter and adapted a disk of a crosscutter of approximately 8 inches. Originating traumatic amputation of two fingers of the left hand",June,Saturday,5
Country_02,Local_08,Metals,Female,Employee,Chemical substances,"During the preparation for the solubilization activity of the sample in the chapel, the maid when moving the vial of nitric acid, the same detached from the doser, causing projection in the region of the face and upper limbs.",March,Wednesday,4
Country_02,Local_05,Metals,Male,Employee,Others,"The employee reports that he performed his routine activities in the Foundry area when it was necessary to fit the last ZAMAC ingots of one of the packages. At this point, the ingot slipped and hit the back of his right foot, causing pain. The safety footwear worn by the employee has a steel toe and a metatarsal protector.",April,Friday,2
Country_01,Local_03,Mining,Male,Third Party,Others,"In phase III of the concentrator plant, the maintenance personnel carried out the removal of transmission belt from the flotation cell of Pb cleaning; at the moment the mechanic removed the belt he leans on his left leg which slides towards the grating floor, leaving his foot between the two pipes generating the lesion described. The work was carried out at the floor level and at the time of the accident, the staff had put on their safety equipment.",June,Tuesday,3
Country_02,Local_02,Mining,Male,Employee,Others,"When performing cleaning activity of the area near the 042-TC-06 - Grinding the employee was handling a block of triangular shaped rock measuring (b = 53cm x h = 42cm x e = 12cm). During the movement, he lost his balance by falling with the rock on the thumb of his left hand, injuring him.",February,Monday,4
Country_01,Local_01,Mining,Male,Third Party,Others,"In moments that the truck of transport of personnel of the company MCEISA plate AJG-751, moved from the Nv 3300 to surface, missing 50m to reach the mouth of the Nv 3900, the gearbox does not respond so the driver stops the truck to inspect it along with maintenance personnel who At that time I was traveling in the truck. They raise the cabin to manually put the change in first and continue the trip, culminated this task the driver with the support of the maintenance personnel lower the cabin which due to the weight falls hitting the driver between the cabin and the hopper of the truck. At the time of the accident the employee was wearing his safety helmet and chin strap.",May,Wednesday,4
Country_03,Local_10,Others,Male,Third Party,Fall,"During field trip, to return to work after lunch, the employee of the Wellfield company slipped on the loose stones that were in the place. At that moment, with the intention of balancing, he tried hold onto a tree, falling under the right arm causing fracture at the distal end of the radius. The activity was paralyzed and the employee was referred to the Hospital in Paracatu where he underwent medical care.",May,Tuesday,4
Country_02,Local_05,Metals,Female,Third Party (Remote),Cut,"The maid was handling a pipette for sample preparation for chemical analysis, while trying to place it on the three-way pear, the pipette came to break causing a superficial cut in her right hand.",May,Tuesday,3
Country_01,Local_03,Mining,Male,Employee,Others,"At times when the collaborator was performing the evacuation of inchancables from the mine, present in Strip ° 1, of Phase he notices a piece of support mesh positioned between the frame and the return belt; After several attempts to remove this mesh, with the belt in movement and using a metal rake as support, the mesh yields moving in the direction of rotation of the return belt, hitting the collaborator's hand against the metal structure, causing contusion in the left hand. At the time of the accident the employee used his leather gloves.",August,Thursday,4
Country_03,Local_10,Others,Male,Third Party,Bees,"The Safety and Technical moved to the field for inspection activity, on the way to the field, paused together with the other two teams in order to know the drainage points to be checked, the Safety at getting out of the vehicle, was struck by a sting of a weed in his neck, quickly returned to the vehicle and made radio communication with the other two teams which distanced themselves from the place. The clerk was wearing leggings and glasses. There was no allergic reaction.",June,Thursday,1
Country_03,Local_10,Others,Male,Employee,Others,"In the probe 5068 bore BAPDD00146, around 15:00 hours, the polling assistant Luciano da Silva performing the maneuver of descending rods, led the rod to the gutter, but this when not leaning suitably came to escape the gutter returning toward the easel. His hand had slipped and his little finger was between the rod and the easel. Realizing that the shaft had returned, he released it. immediately, but his little finger was partially hit by the rim of the rod against the easel resulting in a cut. The auxiliary was taken to hospital and attended to, the wound resulted in 5 points and the was released for administrative activities.",October,Tuesday,3
Country_02,Local_05,Metals,Male,Third Party (Remote),Pressed,"When replacing the telescopic expansion joint of the HDPE pipe of the storm drainage pumping system, it reports that the piece involuntarily moved when it was positioned in the holder, pressing its finger against the holder, causing a wound 1 right chemo.",February,Thursday,3
Country_01,Local_03,Mining,Male,Employee,Others,"During the mechanized support activity in the level 3450 - Tajo when lifting the support mesh on the platform of the Scissor equipment, the employee with a stumble feels a pain in the heel of the left foot.",January,Thursday,3
Country_01,Local_03,Mining,Male,Third Party,Projection,"At Level 2930 in the guide wire chamber, during the preparation activity of mix for the shocrete the worker performs the emptying of a bag of cement towards a bucket to complete the dosage, at that moment the dust generated by the cement enters by the lower part of the lenses to the left eye causing irritation.",June,Friday,4
Country_01,Local_03,Mining,Male,Third Party,Others,"The operator of the Scissor 187 leaves his equipment parked at level -2995 Acc 7 due to electrical problems, when the maintenance personnel arrives, the electrician climbs on the control platform of the equipment and performs the verification of the hydraulic system confirming the problem; then in coordination with the mechanic decide to perform the test with the diesel system, moments in which accidentally activates with the body the arm movement lever causing the drill arm to move downwards generating the left hand's atricion against the support of the pivot tube generating the lesion described. At the time of the accident the electrician was alone on the control platform, while the mechanic was at ground level observing the pressure on the diesel system pressure gauge.",June,Sunday,4
Country_03,Local_10,Others,Male,Employee,Others,"The technician was doing the magnetometric survey when he stepped on a thorn. His reaction was to immediately retreat, losing his balance and so the magnetometer's antenna broke.",March,Saturday,1
Country_01,Local_03,Mining,Male,Third Party,Others,"in Level 2900 dining room, the collaborator finished washing tabolas (food containers) of dimensions 52 cm x 30 cm x 20 cm, proceed to order them by pinking the thumb of the right hand in the corner of the aluminum tabola, generating the lesion. The employee at the time of the accident did not have safety gloves.",November,Monday,1
Country_01,Local_04,Mining,Male,Third Party,Others,"Being 05:30 am. Approximately Marco and Isidro TORRES they were performing the pipe standardization of the CX 771 / CX-983 Nv. 1940; in moments that Marco lifts the air pipe over the spike, this seat and the pipe impacts on the worker's safety guard.",September,Thursday,2
Country_01,Local_01,Mining,Male,Third Party,Vehicles and Mobile Equipment,"In circumstances that the tipper MV-01 of the EE Mceisa, moved of the Nv. 3120 to Nv. 3300, the operator sees a congestion of equipment in front of his unit in the Ramp 990 - at a distance of 80 meters. of access to the Nv. 3300, which is why he decides to get off the cab by turning off his vehicle, when suddenly he slides off the second rung that is 0.70 m from the ground, hitting the right forearm region against the fender and the same rung.",January,Sunday,3
Country_02,Local_08,Metals,Male,Employee,Manual Tools,"When handling a lever to move the sludge, the employee moved it by making a pendulum movement and striking his chin.",June,Thursday,2
Country_02,Local_07,Mining,Male,Employee,Fall prevention,"The employee was descending the ladder after inspection of the milling cyclones, which gives access to the floor behind the mill 10 by platform # ISC-MG26 when the floor gave way and it fell from a height of approximately 1 meter and 70 meters (there is material / ore below the platform, decreasing the height of the fall impact).",February,Sunday,4
Country_02,Local_05,Metals,Female,Employee,Chemical substances,"when handling a sample in the laboratory, the sleeve of the employee's coat had contact with nitric acid, absorbing a small amount that came to reach the left forearm, causing a 1st degree burn.",July,Friday,2
Country_01,Local_01,Mining,Male,Employee,Pressed,"Performing the cleaning of material (Mineral) that accumulates between the steel plate and the concrete base on which it rests; As shown in the photograph (steel plate thickness = 1/2 in.), in order to complete this cleaning, the workers decide to weld on the steel plate a support eyelet type and at the other end as a fixed point and fastening a pin helical (support), in such a way to lift the plate with the help of a key and remove all the accumulated material. In the instant that they were pulling the chain of the tecla, the injured one had his left hand resting on the concrete wall (the line of fire), product of the tension exerted by the tecle, the helical bolt breaks and the chain lashes on the index finger generating the injury. At the time of the accident, the accident victim used all his epps, including his gloves.",April,Tuesday,4
Country_02,Local_08,Metals,Female,Third Party,Others,"The maid while walking in the electrolysis area, stumbled and fell next to the bathroom in room B.",December,Friday,2
Country_01,Local_01,Mining,Male,Employee,Others,"During the placement of the last support mesh cloth of the work, in moments that from the ground the injured collaborator reached the electrowelded mesh to the operator of the scissor bolter positioned in the basket, when pressing on the mesh, one of the protruding ends of the mesh, crosses the leather glove causing an injury in his right hand.",March,Saturday,3
Country_02,Local_08,Metals,Male,Third Party (Remote),Pressed,"The employee, performing the truck's unloading operation, an iron bundle pressed his right finger and injured his left arm.",March,Thursday,3
Country_02,Local_02,Mining,Male,Employee,Others,"When performing cleaning with LHD in block F 9970 at level 420, the operator was surprised by a rock block displacement of the side of the gallery, reaching his right leg causing him superficial injury",April,Thursday,5
Country_01,Local_06,Metals,Male,Employee,Plates,"Being the 01:30 hrs, After the cathode goes through the pre estriping, the sheets are detached and bend to the cathode of its position, the operator with the assistant lift the cathode by the head to position it in the tranfer at that moment the detached sheet exerts pressure on the cathode hitting the palm of the left hand of the operator with the head and the transfe, activity is paralyzed and the collaborator is referred to the medical post by the head of the guard.",November,Sunday,2
Country_02,Local_07,Mining,Male,Employee,Cut,"ACTIVITY: maintenance on scaller 07 - breaker arm extension cylinder LOCAL: underground mine (level 316) During the removal of the cylinder from the scaller arm, when releasing the fixing pin the cylinder ""came down"" and bumped into the tool used to press his hand between the tool and the structure of the equipment.",May,Wednesday,1
Country_01,Local_06,Metals,Male,Employee,Projection,"At 04:00 h on 05/19/17, the mechanic on duty of section 40 Antonio is observed in the activity of withdrawal check out of POM D071, at this moment he is impacted by a pulp of the line of discharge stuck, causing irritation in the right part of the neck and ear. The mechanic is referred to the medical center for evaluation.",May,Friday,2
Country_01,Local_03,Mining,Male,Third Party,Projection,"During the activity of settling of concrete blocks for the ventilation plug wall in the CX-943 of level 3590, in circumstances that the worker made the setting of the union between concrete blocks, a polyethylene pipe of 2 ""diameter was picks up the spike and when it hits it hits the top of the worker's protector.",January,Saturday,4
Country_01,Local_04,Mining,Male,Third Party,remains of choco,"Being 4:15 a.m. on the 179th block of Nv 1880 Ob 2, at the moment that Messrs. and Roger (injured), cleaned the 14th drill of the radial mesh that was in an inclined shape in the right gable, moment that detaches fragments of rock of 5x5x2 cm. impacting the shoulder.",January,Monday,4
Country_01,Local_04,Mining,Male,Employee,Others,"During the maintenance work of the vertical pump (8 "") of zinc concentrate, the three mechanics were performing lifting maneuvers to be able to position the pump to the drawer, instants in which the pump becomes clogged by the reduced space of the work area and in order to release the pump they place a young lady in the lower part, at which time she is released and turns untimely, hitting the middle finger of the injured person's right hand against a 12 ""trellex hose.",September,Saturday,4
Country_03,Local_10,Others,Male,Third Party,Bees,"Auxiliary and Geologist traveled to the field to evaluate geological points following the GPS near some drainage. Following the state highway that gives access to Aripuanã area, stopped and got out of the vehicle to see the point identified in the GPS, Ademir, distancing himself about five meters from the vehicle, accompanied by the geologist Mario, was surprised by two bites of blows on his neck. Quickly he hurried back to the vehicle, moving away from the place. The clerk was wearing a girdle and goggles, he still was not wearing gloves, as he would not enter the forest area. There was no allergic reaction.",June,Thursday,1
Country_01,Local_01,Mining,Male,Employee,Others,"Once the topographic survey in the Stp. 440 (East zone), the victim and his co-worker, decide to continue with their work in the Stp. 440 (West), for this the injured person walks behind his co-worker (10 to 15 meters), when arriving at the loading zone (intersection Rpa 175 and St 440) the injured person asks the sccop operator to stop to pass, once the equipment is stopped, the victim passes behind his partner stuck to the gable, trying to avoid the accumulation of water, when he takes the third step into the puddle, the injured person steps on the false and falls to the floor, causing the injury .",August,Wednesday,2
Country_03,Local_10,Others,Male,Third Party,Bees,"The mincing team was carrying out activities in the city of Juína and was coordinated by mining technician Felipe a time when the mining technician was last in line and more away from the team, was bitten by a blackjack on the left side of his face. There was no allergic manifestation and the team continued the work. In the afternoon, after lunch, the employee sought medical care, was medicated and released to continue activities the next day.",August,Tuesday,1
Country_02,Local_08,Metals,Male,Employee,Others,"During the exchange of the shock-bearing housing, the employee used a sledgehammer to hit the pipe. At this stage of the activity the hammer hit the stepladder that was very close, coming to (hand tool) to be projected onto the left hand thumb, which was holding the piece.",November,Tuesday,3
Country_02,Local_05,Metals,Male,Employee,Cut,"The Employee performed the activity of stripping cathodes, when pulling the cathode sheet his hand hit the side of another cathode, causing a blunt cut on his 2nd finger of the left hand.",July,Thursday,2
Country_01,Local_06,Metals,Male,Employee,Others,"The operator when descending by ladder of sailor of 6 steps, falls to the floor going down of the 3er. step, falling on his back and hitting his head. The worker used the chin strap with the helmet, a safety element that reduced the injury from the blow. He was treated at the medical center with local treatment, referred to the Clinic for re-evaluation.",November,Wednesday,4
Country_02,Local_05,Metals,Male,Third Party (Remote),Manual Tools,"The employee reports that he was working with brushcutters near the Stone when the blade of the equipment collided with a piece of metal that was projected toward his leg, causing injury to his left leg.",June,Friday,3
Country_02,Local_08,Metals,Male,Employee,Pressed,"In the activity of placing boards on racks for the exchange of fabrics of the filters, one of the plates was inclined, trying to put the plate in the correct position, the plate arm pressed the back of the right hand against the structure of the easel",October,Saturday,4
Country_01,Local_04,Mining,Male,Third Party,Others,"At 18:40 hours, in moments when Mr. Claudio tipper operator readjusted the nuts of the rear tire on the right side of his vehicle, using a wheel wrench and a tube as an extension to generate greater force of torque; which was Mr. Wilber held him in his back; suffers a contusion in the palm of the right hand as the extension to his partner slips from his hands.",December,Saturday,2
Country_02,Local_08,Metals,Male,Employee,Blocking and isolation of energies,"During the maintenance on the LX-P-205B pump, there was the projection of silicate pulp, reaching the right leg of the employee.",May,Sunday,3
Country_02,Local_08,Metals,Male,Employee,Others,"When igniting the furnace 07 of the battery I, there was reflux of hot gas, reaching the face of the employee.",November,Tuesday,2
Country_01,Local_03,Mining,Male,Third Party,Vehicles and Mobile Equipment,"When the Mixer 01 of the E.C.M INCIMMET S.A, moved by the positive south ramp, with direction to surface (Unicon concrete plant), at the height of the 3630 (Before 440), the operator observes that untimely lights and the engine go off, the control controls do not respond and the equipment starts to reverse. At 3 meters the operator jumps out of the cabin and at 20 meters the team hits the right gable and turns to its side left. In the area, in the circumstances of the event there was no presence of personnel or equipment that could have been affected.",March,Saturday,5
Country_03,Local_10,Others,Male,Third Party,Bees,"Project of Vazante that carried out sediment collection of current in the South of Mata target, in the drainage of Serra do Garrote. team that was composed of 04 members of the WCA company, being the S.r.s Leandro, and Jehovânio. they were moving from one collection point to another, inside a shallow drainage, they saw the bee carton, the reaction was to move away from the box as quickly as possible to avoid the stings, they ran about 50 meters, looking for a safe area, to exit the radius of attack of the bees, but the S.S. and Breno), were attacked and consequently they suffered 02 stings, in the belly and Jehovah in the hand, verified that there was no type of allergic reaction, returned with the normal activities.",June,Wednesday,1
Country_01,Local_03,Mining,Male,Third Party (Remote),Others,"In the area of ​​equipment inspection, while the staff of the Atenuz EE, trying to remove the hydraulic hammer safety locks of the excavator, the mechanical lubricator holds with his right hand a hat-type chisel while the equipment mechanic hit the chisel with a 2-pound rubber bump to remove the safety, at which point one of the blows falls on the edge of the hat-type protector, causing it to slip and strike the fourth finger of the lubricant mechanic's right hand generating the described injury. At the time of the accident, the lubricator mechanic had put on the gloves type pad.",October,Monday,4
Country_01,Local_04,Mining,Male,Third Party,Others,"When performing the movement of the bar to make room and place a calibrator. Mr. Chuquillanqui pushes the bar with both hands turning it, being at that moment imprisoned the middle finger of the left hand against the other bar that was ahead.",December,Friday,4
Country_01,Local_03,Mining,Male,Third Party,Others,"In circumstances that the worker was walking along the straight line of level 2790, step on a rock of approximately 10 cm x 5 cm, bending the right ankle, which caused the injury described. After the event occurred, the worker decided not to report the accident because he did not feel pain, at 3:30 p.m. approximately, he begins to feel discomfort when walking and progressive mild pain in the ankle, in that moment he communicates the event.",May,Tuesday,4
Country_01,Local_03,Mining,Male,Employee,Others,"During the maintenance of the locomotive N ° 16 in the workshop of level -1170, the assistant when pulling the locomotive chair backwards stumbles against the ventilation grille, falling on the platform of the locomotive and then to the floor of the workshop from a height 1.17m generating the injury. At the time of the accident the assistant used his safety helmet and chin strap.",April,Friday,4
Country_01,Local_03,Mining,Male,Third Party (Remote),Power lock,"During the activity of changing conveyor belt 11B feeding the primary mill No. 2; the mechanic entered the discharge chute (0.75 x 0.75 x 0.80 m.) to clean the material, at which time the automatic sampler (0.30 x 0.25 m) that was inside the chute was activated, trapping the mechanic at the height of the chest. At the time of the accident the mechanic was alone in the work area.",March,Saturday,5
